x, y
-0.0053475935828877, 2.516045845272206
-0.0053475935828877, 2.516045845272206
-0.0053475935828877, 2.536676217765043
-0.0053475935828877, 2.536676217765043
-0.0053475935828877, 2.5573065902578795
0, 2.5779369627507163
0, 2.6011461318051574
0, 2.6269340974212034
0.0053475935828877, 2.655300859598854
0.0053475935828877, 2.6836676217765043
0.0106951871657754, 2.70945558739255
0.0106951871657754, 2.740401146131805
0.0160427807486631, 2.7739255014326645
0.0213903743315508, 2.80487106017192
0.026737967914438502, 2.840974212034384
0.0320855614973262, 2.8744985673352437
0.0427807486631016, 2.9131805157593123
0.0481283422459893, 2.9415472779369627
0.058823529411764705, 2.9750716332378224
0.06951871657754011, 3.0085959885386817
0.08021390374331551, 3.039541547277937
0.0855614973262032, 3.075644699140401
0.0962566844919786, 3.0988538681948423
0.1122994652406417, 3.1272206303724928
0.1283422459893048, 3.158166189111748
0.1497326203208556, 3.189111747851003
0.1711229946524064, 3.2226361031518627
0.1925133689839572, 3.2510028653295127
0.21390374331550802, 3.2793696275071635
0.23529411764705882, 3.3
0.2620320855614973, 3.3232091690544414
0.2994652406417112, 3.3464183381088826
0.3529411764705882, 3.3670487106017193
0.4117647058823529, 3.3773638968481374
0.4652406417112299, 3.3851002865329516
0.5187165775401069, 3.397994269340974
0.5882352941176471, 3.4083094555873927
0.6470588235294117, 3.42378223495702
0.7058823529411764, 3.4392550143266476
0.7754010695187166, 3.454727793696275
0.8235294117647058, 3.4727793696275073
0.8823529411764706, 3.4882521489971348
0.9518716577540106, 3.503724928366762
1.0267379679144384, 3.5191977077363896
1.0909090909090908, 3.537249283667622
1.160427807486631, 3.5527220630372494
1.2406417112299464, 3.5656160458452724
1.3262032085561497, 3.5759312320916905
1.4117647058823528, 3.586246418338109
1.4919786096256684, 3.5991404011461317
1.5721925133689838, 3.6094555873925502
1.6791443850267378, 3.619770773638969
1.780748663101604, 3.6326647564469914
1.8716577540106951, 3.6455587392550144
1.9679144385026737, 3.6584527220630374
2.0748663101604277, 3.668767908309456
2.13903743315508, 3.6790830945558737
2.2032085561497325, 3.6893982808022923
2.2673796791443848, 3.699713467048711
2.320855614973262, 3.7126074498567334
2.3743315508021388, 3.720343839541547
2.443850267379679, 3.7358166189111746
2.491978609625668, 3.746131805157593
2.5401069518716577, 3.759025787965616
2.5935828877005345, 3.771919770773639
2.6470588235294117, 3.7873925501432666
2.6951871657754007, 3.802865329512894
2.748663101604278, 3.815759312320917
2.8021390374331547, 3.8312320916905445
2.855614973262032, 3.8492836676217763
2.9358288770053473, 3.8621776504297998
2.9893048128342246, 3.872492836676218
3.06951871657754, 3.882808022922636
3.1443850267379676, 3.895702005730659
3.213903743315508, 3.908595988538682
3.283422459893048, 3.916332378223496
3.352941176470588, 3.9266475644699144
3.4331550802139037, 3.9369627507163325
3.513368983957219, 3.9498567335243555
3.5721925133689836, 3.962750716332378
3.6310160427807485, 3.9782234957020055
3.705882352941176, 3.9936962750716334
3.764705882352941, 4.011747851002865
3.8235294117647056, 4.024641833810889
3.877005347593583, 4.037535816618911
3.9358288770053473, 4.050429799426935
4.005347593582887, 4.060744985673352
4.06951871657754, 4.071060171919771
4.133689839572193, 4.078796561604585
4.20855614973262, 4.0839541547277936
4.283422459893048, 4.086532951289398
4.347593582887701, 4.089111747851003
4.433155080213903, 4.094269340974212
4.502673796791443, 4.102005730659026
4.572192513368984, 4.107163323782235
4.636363636363636, 4.114899713467048
4.7005347593582885, 4.127793696275072
4.764705882352941, 4.140687679083094
4.823529411764706, 4.1664756446991404
4.866310160427807, 4.1922636103151865
